Stock,Quantity,Side,Status
CGC,461,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,24,buy,completed
CAVA,24,buy,completed
CDE,24,buy,completed
CORZ,24,buy,completed
CVNA,24,buy,completed
ERJ,24,buy,completed
FTAI,24,buy,completed
GM,24,buy,completed
LUMN,24,buy,completed
NVDA,24,buy,completed
SNAP,24,buy,completed
TLN,24,buy,completed
TSLA,602,sell,completed
PI,626,buy,completed
CGC,461,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,25,sell,completed
CAVA,25,sell,completed
CDE,25,sell,completed
CORZ,25,sell,completed
CVNA,25,sell,completed
ERJ,25,sell,completed
FTAI,25,sell,completed
GM,25,sell,completed
LUMN,25,sell,completed
NVDA,25,sell,completed
PI,626,sell,completed
SNAP,25,sell,completed
TLN,25,sell,completed
TSLA,601,buy,completed
CGC,461,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,25,buy,completed
CAVA,25,buy,completed
CDE,25,buy,completed
CORZ,25,buy,completed
CVNA,25,buy,completed
ERJ,25,buy,completed
FTAI,25,buy,completed
GM,25,buy,completed
LUMN,25,buy,completed
NVDA,25,buy,completed
SNAP,25,buy,completed
TLN,25,buy,completed
TSLA,601,sell,completed
PI,626,buy,completed
CGC,461,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ASTS,1,buy,completed
BAC,1,buy,completed
DOMO,1,buy,completed
FYBR,1,buy,completed
MS,1,buy,completed
NIO,1,buy,completed
OKTA,1,buy,completed
OSCR,1,buy,completed
QCOM,1,buy,completed
SFM,1,buy,completed
SQ,1,buy,completed
TLRY,1,buy,completed
CGC,460,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,25,sell,completed
CAVA,25,sell,completed
CDE,25,sell,completed
CORZ,25,sell,completed
CVNA,25,sell,completed
ERJ,25,sell,completed
FTAI,25,sell,completed
GM,25,sell,completed
LUMN,25,sell,completed
NVDA,25,sell,completed
PI,626,sell,completed
SNAP,25,sell,completed
TLN,25,sell,completed
TSLA,601,buy,completed
CGC,460,sell,"failed: asset ""CGC"" cannot be sold short"
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OKTA,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
ANF,25,buy,completed
ASTS,102,buy,completed
BAC,102,buy,completed
CAVA,25,buy,completed
CDE,25,buy,completed
CORZ,25,buy,completed
CVNA,25,buy,completed
DOMO,102,buy,completed
ERJ,25,buy,completed
FTAI,25,buy,completed
FYBR,102,buy,completed
GM,25,buy,completed
LUMN,25,buy,completed
MS,102,buy,completed
NIO,102,buy,completed
NVDA,25,buy,completed
OKTA,102,buy,completed
OSCR,102,buy,completed
QCOM,102,buy,completed
SFM,102,buy,completed
SNAP,25,buy,completed
SQ,102,buy,completed
TLN,25,buy,completed
TLRY,102,buy,completed
TSLA,601,sell,completed
PI,626,buy,completed
AMZN,358,sell,completed
AMZN,358,buy,completed
ANF,25,sell,completed
ASTS,99,sell,completed
BAC,99,sell,completed
CAVA,25,sell,completed
CDE,25,sell,completed
CORZ,25,sell,completed
CVNA,25,sell,completed
DOMO,99,sell,completed
ERJ,25,sell,completed
FTAI,25,sell,completed
FYBR,99,sell,completed
GM,25,sell,completed
LUMN,25,sell,completed
MS,99,sell,completed
NIO,99,sell,completed
NVDA,25,sell,completed
OKTA,99,sell,completed
OSCR,99,sell,completed
PI,626,sell,completed
QCOM,99,sell,completed
SFM,99,sell,completed
SNAP,25,sell,completed
SQ,99,sell,completed
TLN,25,sell,completed
TLRY,99,sell,completed
TSLA,601,buy,completed
AMRX,457,sell,completed
AMRX,79,sell,completed
ANF,1,sell,completed
ASTS,79,sell,completed
BAC,79,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
CVNA,1,sell,completed
DOMO,79,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,79,sell,completed
GM,1,sell,completed
LUMN,1,sell,completed
MS,79,sell,completed
NIO,79,sell,completed
NVDA,1,sell,completed
OKTA,79,sell,completed
OSCR,79,sell,completed
QCOM,457,buy,completed
SFM,79,sell,completed
SNAP,1,sell,completed
SQ,79,sell,completed
TLN,1,sell,completed
TLRY,79,sell,completed
TSLA,1,sell,completed
EAT,536,sell,completed
ANF,81,buy,completed
CAVA,81,buy,completed
CDE,81,buy,completed
CORZ,81,buy,completed
CVNA,600,sell,completed
ERJ,81,buy,completed
FTAI,81,buy,completed
GM,81,buy,completed
LUMN,81,buy,completed
NVDA,81,buy,completed
SNAP,81,buy,completed
TLN,81,buy,completed
TSLA,81,buy,completed
BRFS,681,buy,completed
AMRX,165,buy,completed
ANF,103,sell,completed
ASTS,165,buy,completed
BAC,165,buy,completed
BRFS,681,sell,completed
CAVA,103,sell,completed
CDE,103,sell,completed
CORZ,103,sell,completed
DOMO,165,buy,completed
EAT,165,buy,completed
ERJ,103,sell,completed
FTAI,103,sell,completed
FYBR,165,buy,completed
GM,103,sell,completed
LUMN,103,sell,completed
MS,165,buy,completed
NIO,165,buy,completed
NVDA,103,sell,completed
OKTA,165,buy,completed
OSCR,165,buy,completed
SFM,536,buy,completed
SNAP,103,sell,completed
SQ,165,buy,completed
TLN,103,sell,completed
TLRY,165,buy,completed
TSLA,103,sell,completed
PI,578,buy,completed
PANW,371,sell,completed
ANF,22,buy,completed
CAVA,22,buy,completed
CDE,22,buy,completed
CORZ,22,buy,completed
ERJ,22,buy,completed
FTAI,22,buy,completed
GM,22,buy,completed
LUMN,22,buy,completed
NVDA,22,buy,completed
PI,578,sell,completed
SNAP,22,buy,completed
TLN,22,buy,completed
TSLA,22,buy,completed
CVNA,600,buy,completed
AMRX,371,buy,completed
ANF,22,sell,completed
ASTS,137,buy,completed
BAC,137,buy,completed
CAVA,22,sell,completed
CDE,22,sell,completed
CORZ,22,sell,completed
CVNA,600,sell,completed
DOMO,137,buy,completed
EAT,137,buy,completed
ERJ,22,sell,completed
FTAI,22,sell,completed
FYBR,137,buy,completed
GM,22,sell,completed
LUMN,22,sell,completed
MS,137,buy,completed
NIO,137,buy,completed
NVDA,22,sell,completed
OKTA,137,buy,completed
OSCR,137,buy,completed
PANW,137,buy,completed
SNAP,22,sell,completed
SQ,137,buy,completed
TLN,22,sell,completed
TLRY,137,buy,completed
TSLA,22,sell,completed
PI,578,buy,completed
GS,234,sell,completed
ASTS,137,sell,completed
BAC,137,sell,completed
DOMO,137,sell,completed
EAT,137,sell,completed
FYBR,137,sell,completed
GS,234,buy,completed
MS,137,sell,completed
NIO,137,sell,completed
OKTA,137,sell,completed
OSCR,137,sell,completed
PANW,137,sell,completed
SQ,137,sell,completed
TLRY,137,sell,completed
AMRX,371,sell,completed
ANF,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
GM,1,sell,completed
LUMN,1,sell,completed
NVDA,1,sell,completed
PI,1,sell,completed
SNAP,1,sell,completed
TLN,1,sell,completed
TSLA,1,sell,completed
AMRX,371,buy,completed
ASTS,8,buy,completed
BAC,8,buy,completed
DOMO,8,buy,completed
EAT,8,buy,completed
FYBR,8,buy,completed
MS,8,buy,completed
NIO,8,buy,completed
OKTA,8,buy,completed
OSCR,8,buy,completed
PANW,8,buy,completed
SQ,8,buy,completed
TLRY,8,buy,completed
MRO,363,sell,completed
ASTS,49,buy,completed
BAC,49,buy,completed
DOMO,49,buy,completed
EAT,49,buy,completed
FYBR,49,buy,completed
MRO,49,buy,completed
MS,49,buy,completed
NIO,49,buy,completed
OKTA,49,buy,completed
OSCR,49,buy,completed
PANW,363,buy,completed
SQ,49,buy,completed
TLRY,49,buy,completed
GS,314,sell,completed
ANF,114,buy,completed
ASTS,307,sell,completed
BAC,307,sell,completed
CAVA,114,buy,completed
CDE,114,buy,completed
CORZ,114,buy,completed
DOMO,307,sell,completed
EAT,307,sell,completed
ERJ,114,buy,completed
FTAI,114,buy,completed
FYBR,307,sell,completed
GM,114,buy,completed
GS,314,buy,completed
LUMN,114,buy,completed
MRO,307,sell,completed
MS,307,sell,completed
NIO,307,sell,completed
NVDA,114,buy,completed
OKTA,307,sell,completed
OSCR,307,sell,completed
PI,114,buy,completed
SNAP,114,buy,completed
SQ,307,sell,completed
TLN,114,buy,completed
TLRY,307,sell,completed
TSLA,577,sell,completed
DYN,691,buy,completed
AMRX,621,sell,completed
AMRX,621,buy,completed
ANF,11,sell,completed
ASTS,102,buy,completed
BAC,102,buy,completed
CAVA,691,sell,completed
CDE,11,sell,completed
CORZ,11,sell,completed
DOMO,102,buy,completed
DYN,11,sell,completed
EAT,102,buy,completed
ERJ,11,sell,completed
FTAI,11,sell,completed
FYBR,102,buy,completed
GM,11,sell,completed
LUMN,11,sell,completed
MRO,102,buy,completed
MS,102,buy,completed
NIO,102,buy,completed
NVDA,11,sell,completed
OKTA,102,buy,completed
OSCR,102,buy,completed
PI,11,sell,completed
SNAP,11,sell,completed
SQ,102,buy,completed
TLN,11,sell,completed
TLRY,102,buy,completed
CVNA,680,buy,completed
SFM,519,sell,completed
ANF,31,buy,completed
CDE,31,buy,completed
CORZ,31,buy,completed
CVNA,680,sell,completed
DYN,680,sell,completed
ERJ,31,buy,completed
FTAI,31,buy,completed
GM,31,buy,completed
LUMN,31,buy,completed
NVDA,31,buy,completed
PI,31,buy,completed
SNAP,31,buy,completed
TLN,31,buy,completed
BRFS,711,buy,completed
CAVA,711,buy,completed
ANF,12,sell,completed
ASTS,240,buy,completed
BAC,240,buy,completed
BRFS,12,sell,completed
CAVA,711,sell,completed
CDE,12,sell,completed
CORZ,12,sell,completed
DOMO,519,buy,completed
EAT,240,buy,completed
ERJ,12,sell,completed
FTAI,12,sell,completed
FYBR,240,buy,completed
GM,12,sell,completed
LUMN,12,sell,completed
MRO,240,buy,completed
MS,240,buy,completed
NIO,240,buy,completed
NVDA,12,sell,completed
OKTA,519,buy,completed
OSCR,240,buy,completed
PI,12,sell,completed
SFM,240,buy,completed
SNAP,12,sell,completed
SQ,240,buy,completed
TLN,12,sell,completed
TLRY,240,buy,completed
CVNA,699,buy,completed
PANW,279,sell,completed
AAPL,279,sell,completed
AAPL,279,buy,completed
ASTS,49,buy,completed
BAC,49,buy,completed
EAT,49,buy,completed
FYBR,49,buy,completed
MRO,49,buy,completed
MS,49,buy,completed
NIO,49,buy,completed
OSCR,49,buy,completed
PANW,49,buy,completed
SFM,279,buy,completed
SQ,49,buy,completed
TLRY,49,buy,completed
OKTA,230,sell,completed
GS,230,sell,completed
ASTS,13,sell,completed
BAC,13,sell,completed
EAT,13,sell,completed
FYBR,13,sell,completed
GS,13,sell,completed
MRO,13,sell,completed
MS,13,sell,completed
NIO,13,sell,completed
OKTA,230,buy,completed
OSCR,13,sell,completed
PANW,13,sell,completed
SQ,13,sell,completed
TLRY,13,sell,completed
DOMO,243,sell,completed
ASTS,13,buy,completed
BAC,13,buy,completed
DOMO,243,buy,completed
EAT,13,buy,completed
FYBR,13,buy,completed
GS,13,buy,completed
MRO,13,buy,completed
MS,13,buy,completed
NIO,13,buy,completed
OSCR,13,buy,completed
PANW,13,buy,completed
SQ,13,buy,completed
TLRY,13,buy,completed
OKTA,230,sell,completed
ASTS,74,sell,completed
BAC,74,sell,completed
EAT,74,sell,completed
FYBR,74,sell,completed
GS,74,sell,completed
MRO,74,sell,completed
MS,74,sell,completed
NIO,74,sell,completed
OKTA,230,buy,completed
OSCR,74,sell,completed
PANW,230,buy,completed
SQ,74,sell,completed
TLRY,74,sell,completed
SFM,304,sell,completed
AMRX,304,sell,completed
AMRX,304,buy,completed
ASTS,21,sell,completed
BAC,21,sell,completed
EAT,21,sell,completed
FYBR,21,sell,completed
GS,304,buy,completed
MRO,21,sell,completed
MS,21,sell,completed
NIO,21,sell,completed
OSCR,21,sell,completed
SFM,21,sell,completed
SQ,21,sell,completed
TLRY,21,sell,completed
PANW,325,sell,completed
OKTA,325,sell,completed
ANF,1,sell,completed
ASTS,100,buy,completed
BAC,100,buy,completed
BRFS,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
CVNA,1,sell,completed
EAT,100,buy,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,100,buy,completed
GM,1,sell,completed
LUMN,1,sell,completed
MRO,100,buy,completed
MS,100,buy,completed
NIO,100,buy,completed
NVDA,1,sell,completed
OKTA,325,buy,completed
OSCR,100,buy,completed
PANW,100,buy,completed
PI,1,sell,completed
SFM,100,buy,completed
SNAP,1,sell,completed
SQ,100,buy,completed
TLN,1,sell,completed
TLRY,100,buy,completed
GS,225,sell,completed
ANF,1,buy,completed
ASTS,293,sell,completed
BAC,293,sell,completed
BRFS,1,buy,completed
CDE,1,buy,completed
CORZ,1,buy,completed
CVNA,1,buy,completed
EAT,293,sell,completed
ERJ,1,buy,completed
FTAI,1,buy,completed
FYBR,293,sell,completed
GM,1,buy,completed
GS,225,buy,completed
LUMN,1,buy,completed
MRO,293,sell,completed
MS,293,sell,completed
NIO,293,sell,completed
NVDA,1,buy,completed
OSCR,293,sell,completed
PANW,225,buy,completed
PI,1,buy,completed
SFM,293,sell,completed
SNAP,1,buy,completed
SQ,293,sell,completed
TLN,1,buy,completed
TLRY,293,sell,completed
AMRX,518,sell,completed
OKTA,518,sell,completed
AMRX,68,sell,completed
ASTS,68,sell,completed
BAC,68,sell,completed
EAT,68,sell,completed
FYBR,68,sell,completed
MRO,68,sell,completed
MS,68,sell,completed
NIO,68,sell,completed
OKTA,518,buy,completed
OSCR,68,sell,completed
SFM,68,sell,completed
SQ,68,sell,completed
TLRY,68,sell,completed
DOMO,586,sell,completed
AMRX,282,buy,completed
ANF,46,buy,completed
ASTS,282,buy,completed
BAC,282,buy,completed
BRFS,46,buy,completed
CDE,46,buy,completed
CORZ,46,buy,completed
CVNA,46,buy,completed
DOMO,586,buy,completed
EAT,282,buy,completed
ERJ,46,buy,completed
FTAI,46,buy,completed
FYBR,282,buy,completed
GM,46,buy,completed
LUMN,46,buy,completed
MRO,282,buy,completed
MS,282,buy,completed
NIO,282,buy,completed
NVDA,46,buy,completed
OSCR,282,buy,completed
PI,699,sell,completed
SFM,282,buy,completed
SNAP,46,buy,completed
SQ,282,buy,completed
TLN,46,buy,completed
TLRY,282,buy,completed
CAVA,745,buy,completed
GS,304,sell,completed
ANF,46,sell,completed
BRFS,46,sell,completed
CAVA,745,sell,completed
CDE,46,sell,completed
CORZ,46,sell,completed
CVNA,46,sell,completed
ERJ,46,sell,completed
FTAI,46,sell,completed
GM,46,sell,completed
LUMN,46,sell,completed
NVDA,46,sell,completed
SNAP,46,sell,completed
TLN,46,sell,completed
PI,699,buy,completed
ANF,76,sell,completed
BRFS,699,sell,completed
CDE,76,sell,completed
CORZ,76,sell,completed
CVNA,76,sell,completed
ERJ,76,sell,completed
FTAI,76,sell,completed
GM,76,sell,completed
LUMN,76,sell,completed
NVDA,76,sell,completed
PI,76,sell,completed
SNAP,76,sell,completed
TLN,76,sell,completed
CAVA,623,buy,completed
ANF,76,buy,completed
CAVA,623,sell,completed
CDE,76,buy,completed
CORZ,76,buy,completed
CVNA,76,buy,completed
ERJ,76,buy,completed
FTAI,76,buy,completed
GM,76,buy,completed
LUMN,76,buy,completed
NVDA,76,buy,completed
PI,76,buy,completed
SNAP,76,buy,completed
TLN,76,buy,completed
BRFS,699,buy,completed
ANF,45,buy,completed
BRFS,45,buy,completed
CDE,45,buy,completed
CORZ,45,buy,completed
CVNA,45,buy,completed
ERJ,45,buy,completed
FTAI,45,buy,completed
GM,45,buy,completed
LUMN,45,buy,completed
NVDA,45,buy,completed
PI,699,sell,completed
SNAP,45,buy,completed
TLN,45,buy,completed
CAVA,744,buy,completed
AMRX,6,sell,completed
ASTS,6,sell,completed
BAC,6,sell,completed
EAT,6,sell,completed
FYBR,6,sell,completed
GS,6,sell,completed
MRO,304,buy,completed
MS,6,sell,completed
NIO,6,sell,completed
OSCR,6,sell,completed
SFM,6,sell,completed
SQ,6,sell,completed
TLRY,6,sell,completed
DOMO,310,sell,completed
ANF,32,buy,completed
BRFS,32,buy,completed
CAVA,32,buy,completed
CDE,32,buy,completed
CORZ,32,buy,completed
CVNA,744,sell,completed
ERJ,32,buy,completed
FTAI,32,buy,completed
GM,32,buy,completed
LUMN,32,buy,completed
NVDA,32,buy,completed
SNAP,32,buy,completed
TLN,32,buy,completed
MMYT,776,buy,completed
ASTS,310,buy,completed
MRO,310,sell,completed
AMRX,1,buy,completed
ANF,26,buy,completed
BAC,1,buy,completed
BRFS,26,buy,completed
CAVA,26,buy,completed
CDE,26,buy,completed
CORZ,26,buy,completed
DOMO,1,buy,completed
EAT,1,buy,completed
ERJ,26,buy,completed
FTAI,26,buy,completed
FYBR,1,buy,completed
GM,26,buy,completed
GS,1,buy,completed
LUMN,26,buy,completed
MMYT,776,sell,completed
MRO,310,buy,completed
MS,1,buy,completed
NIO,1,buy,completed
NVDA,26,buy,completed
OSCR,1,buy,completed
SFM,1,buy,completed
SNAP,26,buy,completed
SQ,1,buy,completed
TLN,26,buy,completed
TLRY,1,buy,completed
INSM,802,buy,completed
ASTS,309,sell,completed
AMRX,309,buy,completed
ANF,1,sell,completed
ASTS,5,buy,completed
BAC,5,buy,completed
BRFS,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
DOMO,5,buy,completed
EAT,5,buy,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,5,buy,completed
GM,1,sell,completed
GS,5,buy,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MS,5,buy,completed
NIO,5,buy,completed
NVDA,1,sell,completed
OSCR,5,buy,completed
SFM,5,buy,completed
SNAP,1,sell,completed
SQ,5,buy,completed
TLN,1,sell,completed
TLRY,5,buy,completed
MRO,304,sell,completed
ANF,1,buy,completed
ASTS,1,sell,completed
BAC,1,sell,completed
BRFS,1,buy,completed
CAVA,1,buy,completed
CDE,1,buy,completed
CORZ,1,buy,completed
DOMO,1,sell,completed
EAT,1,sell,completed
ERJ,1,buy,completed
FTAI,1,buy,completed
FYBR,1,sell,completed
GM,1,buy,completed
GS,1,sell,completed
INSM,1,buy,completed
LUMN,1,buy,completed
MRO,1,sell,completed
MS,1,sell,completed
NIO,1,sell,completed
NVDA,1,buy,completed
OSCR,1,sell,completed
SFM,1,sell,completed
SNAP,1,buy,completed
SQ,1,sell,completed
TLN,1,buy,completed
TLRY,1,sell,completed
ANF,1,sell,completed
BRFS,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
GM,1,sell,completed
INSM,1,sell,completed
LUMN,1,sell,completed
NVDA,1,sell,completed
SNAP,1,sell,completed
TLN,1,sell,completed
ASTS,305,buy,completed
BAC,6,sell,completed
DOMO,6,sell,completed
EAT,6,sell,completed
FYBR,6,sell,completed
GS,6,sell,completed
MRO,6,sell,completed
MS,6,sell,completed
NIO,6,sell,completed
OSCR,6,sell,completed
SFM,6,sell,completed
SQ,6,sell,completed
TLRY,6,sell,completed
AMRX,311,sell,completed
AMRX,1,buy,completed
ANF,82,sell,completed
BAC,1,buy,completed
BRFS,801,sell,completed
CAVA,82,sell,completed
CDE,82,sell,completed
CORZ,82,sell,completed
DOMO,1,buy,completed
EAT,1,buy,completed
ERJ,82,sell,completed
FTAI,82,sell,completed
FYBR,1,buy,completed
GM,82,sell,completed
GS,1,buy,completed
INSM,82,sell,completed
LUMN,82,sell,completed
MRO,1,buy,completed
MS,1,buy,completed
NIO,1,buy,completed
NVDA,82,sell,completed
OSCR,1,buy,completed
SFM,1,buy,completed
SNAP,82,sell,completed
SQ,1,buy,completed
TLN,82,sell,completed
TLRY,1,buy,completed
MMYT,719,buy,completed
ANF,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
GM,1,sell,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MMYT,1,sell,completed
NVDA,1,sell,completed
SNAP,1,sell,completed
TLN,1,sell,completed
ANF,27,sell,completed
CAVA,27,sell,completed
CDE,27,sell,completed
CORZ,27,sell,completed
ERJ,27,sell,completed
FTAI,27,sell,completed
GM,27,sell,completed
INSM,27,sell,completed
LUMN,27,sell,completed
MMYT,718,sell,completed
NVDA,27,sell,completed
SNAP,27,sell,completed
TLN,27,sell,completed
CVNA,691,buy,completed
ANF,109,buy,completed
CAVA,109,buy,completed
CDE,109,buy,completed
CORZ,109,buy,completed
CVNA,691,sell,completed
ERJ,109,buy,completed
FTAI,109,buy,completed
GM,109,buy,completed
INSM,109,buy,completed
LUMN,109,buy,completed
NVDA,109,buy,completed
SNAP,109,buy,completed
TLN,109,buy,completed
BRFS,800,buy,completed
AMRX,13,sell,completed
BAC,13,sell,completed
DOMO,13,sell,completed
EAT,13,sell,completed
FYBR,13,sell,completed
GS,13,sell,completed
MRO,13,sell,completed
MS,13,sell,completed
NIO,13,sell,completed
OSCR,13,sell,completed
SFM,13,sell,completed
SQ,310,buy,completed
TLRY,13,sell,completed
ASTS,323,sell,completed
ANF,15,sell,completed
BRFS,15,sell,completed
CAVA,800,sell,completed
CDE,15,sell,completed
CORZ,15,sell,completed
ERJ,15,sell,completed
FTAI,15,sell,completed
GM,15,sell,completed
INSM,15,sell,completed
LUMN,15,sell,completed
NVDA,15,sell,completed
SNAP,15,sell,completed
TLN,15,sell,completed
CVNA,785,buy,completed
ANF,95,sell,completed
BRFS,785,sell,completed
CDE,95,sell,completed
CORZ,95,sell,completed
CVNA,95,sell,completed
ERJ,95,sell,completed
FTAI,95,sell,completed
GM,95,sell,completed
INSM,95,sell,completed
LUMN,95,sell,completed
NVDA,95,sell,completed
SNAP,95,sell,completed
TLN,95,sell,completed
CAVA,690,buy,completed
ANF,690,sell,completed
CAVA,106,buy,completed
CDE,106,buy,completed
CORZ,106,buy,completed
CVNA,106,buy,completed
ERJ,106,buy,completed
FTAI,106,buy,completed
GM,106,buy,completed
INSM,106,buy,completed
LUMN,106,buy,completed
NVDA,106,buy,completed
SNAP,106,buy,completed
TLN,106,buy,completed
BRFS,796,buy,completed
BRFS,1,buy,completed
CAVA,1,buy,completed
CDE,1,buy,completed
CORZ,1,buy,completed
CVNA,1,buy,completed
ERJ,1,buy,completed
FTAI,1,buy,completed
GM,1,buy,completed
INSM,1,buy,completed
LUMN,1,buy,completed
NVDA,1,buy,completed
SNAP,1,buy,completed
TLN,1,buy,completed
BRFS,797,sell,completed
CAVA,107,sell,completed
CDE,107,sell,completed
CORZ,107,sell,completed
CVNA,107,sell,completed
ERJ,107,sell,completed
FTAI,107,sell,completed
GM,107,sell,completed
INSM,107,sell,completed
LUMN,107,sell,completed
NVDA,107,sell,completed
SNAP,107,sell,completed
TLN,107,sell,completed
ANF,690,buy,completed
ANF,690,sell,completed
CAVA,106,buy,completed
CDE,106,buy,completed
CORZ,106,buy,completed
CVNA,106,buy,completed
ERJ,106,buy,completed
FTAI,106,buy,completed
GM,106,buy,completed
INSM,106,buy,completed
LUMN,106,buy,completed
NVDA,106,buy,completed
SNAP,106,buy,completed
TLN,106,buy,completed
BRFS,796,buy,completed
AMRX,1,buy,completed
ASTS,1,buy,completed
BAC,1,buy,completed
DOMO,1,buy,completed
EAT,1,buy,completed
FYBR,1,buy,completed
GS,1,buy,completed
MRO,1,buy,completed
MS,1,buy,completed
NIO,1,buy,completed
OSCR,1,buy,completed
SFM,1,buy,completed
TLRY,1,buy,completed
BRFS,1,buy,completed
CAVA,1,buy,completed
CDE,1,buy,completed
CORZ,1,buy,completed
CVNA,1,buy,completed
ERJ,1,buy,completed
FTAI,1,buy,completed
GM,1,buy,completed
INSM,1,buy,completed
LUMN,1,buy,completed
NVDA,1,buy,completed
SNAP,1,buy,completed
TLN,1,buy,completed
AMRX,8,sell,completed
ASTS,8,sell,completed
BAC,8,sell,completed
BRFS,2,buy,completed
CAVA,2,buy,completed
CDE,2,buy,completed
CORZ,2,buy,completed
CVNA,2,buy,completed
DOMO,8,sell,completed
EAT,8,sell,completed
ERJ,2,buy,completed
FTAI,2,buy,completed
FYBR,8,sell,completed
GM,2,buy,completed
GS,8,sell,completed
INSM,2,buy,completed
LUMN,2,buy,completed
MRO,322,buy,completed
MS,8,sell,completed
NIO,8,sell,completed
NVDA,2,buy,completed
OSCR,8,sell,completed
SFM,8,sell,completed
SNAP,2,buy,completed
TLN,2,buy,completed
TLRY,8,sell,completed
CGC,330,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
BAC,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
EAT,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMRX,50,buy,completed
ASTS,50,buy,completed
BAC,50,buy,completed
BRFS,114,buy,completed
